Timestamp,duration,left_sensor1,left_sensor2,left_sensor3,left_sensor4,left_sensor5,right_sensor1,right_sensor2,right_sensor3,right_sensor4,right_sensor5,left_stride_F,left_balance_x,left_balance_y,right_stride_F,right_balance_x,right_balance_y,body_COP_x,body_COP_y
16:26.7,27,93,436,280,559,567,0,0,0,0,6,269,-156,-297,0,0,-6,-1389,-303
16:26.7,27,93,436,280,559,567,0,0,0,0,5,269,-156,-297,0,0,-5,-1390,-302
16:26.7,27,171,470,354,576,475,0,0,0,0,5,331,-116,-143,0,0,-5,-1377,-148
16:26.8,27,171,470,354,576,475,0,0,0,0,5,331,-116,-143,0,0,-5,-1377,-148
16:26.8,27,226,503,405,585,346,0,0,0,0,5,378,-98,32,0,0,-5,-1304,27
16:26.8,27,226,503,405,585,346,0,0,0,0,4,378,-98,32,0,0,-4,-1305,28
16:26.8,27,281,531,463,588,218,0,0,0,0,4,425,-68,207,0,0,-4,-1227,203
16:26.9,27,281,531,463,588,218,2,0,0,0,4,425,-68,207,0,0,-3,-1226,203
16:26.9,27,328,553,527,589,110,2,0,0,0,4,469,-26,359,0,0,-3,-1163,356
16:26.9,27,328,553,527,589,110,9,0,0,0,4,469,-26,359,3,0,-1,-1161,358
16:26.9,27,371,568,569,588,47,9,0,0,0,4,502,1,455,3,0,-1,-1130,454
16:26.9,27,371,568,569,588,47,13,0,0,0,5,502,1,455,4,0,0,-1128,455
16:27.0,27,405,581,595,588,11,13,0,0,0,5,527,14,516,4,0,0,-1116,515
16:27.0,27,435,590,616,580,0,13,0,0,0,5,547,26,547,4,0,0,-1117,546
16:27.0,27,435,590,616,580,0,12,0,0,0,5,547,26,547,4,0,-1,-1118,546
16:27.1,27,435,590,616,580,0,5,1,0,0,5,547,26,547,2,-1,-3,-1120,544
16:27.1,27,489,593,637,545,0,5,1,0,0,5,573,44,573,2,-1,-3,-1111,570
16:27.1,27,535,596,653,437,0,5,1,0,0,5,594,57,594,2,-1,-3,-1024,591
16:27.1,27,535,596,653,437,0,0,4,0,0,3,594,57,594,1,-4,-1,-1027,593
16:27.2,27,535,596,653,437,0,0,0,0,0,213,594,57,594,0,0,-213,-818,381
16:27.2,27,570,591,652,301,0,0,0,0,0,213,604,61,604,0,0,-213,-692,391
16:27.2,27,570,591,652,301,0,0,0,36,0,506,604,61,604,12,36,-494,-387,110
16:27.2,27,589,547,625,117,0,0,0,36,0,506,587,78,587,12,36,-494,-186,93
16:27.2,27,589,547,625,117,0,0,0,125,255,552,587,78,587,41,125,-510,144,76
16:27.3,27,569,395,606,14,0,0,0,125,255,552,523,211,523,41,125,-510,311,13
16:27.3,27,569,395,606,14,0,4,22,289,411,579,523,211,523,105,267,-474,557,49
16:27.3,27,376,255,535,2,0,4,22,289,411,579,388,280,388,105,267,-474,704,-85
16:27.3,27,376,255,535,2,0,17,40,342,484,601,388,280,388,133,302,-468,827,-79
16:27.3,27,153,142,240,0,0,17,40,342,484,601,178,98,178,133,302,-468,1039,-289
16:27.4,27,153,142,240,0,0,5,32,352,501,610,178,98,178,129,320,-480,1062,-302
16:27.4,27,0,18,0,2,0,5,32,352,501,610,6,-18,6,129,320,-480,1232,-474
16:27.4,27,0,18,0,2,0,7,27,363,519,613,6,-18,6,132,336,-480,1256,-474
16:27.4,27,17,0,0,0,0,7,27,363,519,613,5,0,5,132,336,-480,1258,-475
16:27.5,27,17,0,0,0,0,8,30,368,525,614,5,0,5,135,338,-478,1268,-473
16:27.5,27,18,2,0,0,0,8,30,368,525,614,6,-2,6,135,338,-478,1267,-472
16:27.5,27,18,2,0,0,0,7,78,382,526,609,6,-2,6,155,304,-453,1283,-446
16:27.5,27,20,2,0,0,0,7,78,382,526,609,7,-2,7,155,304,-453,1283,-446
16:27.5,27,20,2,0,0,0,0,145,398,527,607,7,-2,7,181,253,-426,1307,-418
16:27.6,28,42,4,0,0,0,0,145,398,527,607,15,-4,15,181,253,-426,1299,-410
16:27.6,28,56,6,0,0,0,0,145,398,527,607,20,-6,20,181,253,-426,1294,-405
16:27.6,28,56,6,0,0,0,1,200,430,535,601,20,-6,20,210,230,-390,1325,-370
16:27.6,28,56,6,0,0,0,26,274,467,553,585,20,-6,20,255,193,-329,1372,-308
16:27.7,28,75,8,0,3,0,26,274,467,553,585,27,-8,27,255,193,-329,1362,-301
16:27.7,28,75,8,0,3,0,121,353,507,574,533,27,-8,27,327,154,-206,1403,-178
16:27.7,28,60,11,0,2,0,121,353,507,574,533,23,-11,23,327,154,-206,1408,-182
16:27.7,28,60,11,0,2,0,241,400,543,590,425,23,-11,23,394,143,-30,1384,-6
16:27.8,28,49,13,0,3,0,241,400,543,590,425,20,-13,20,394,143,-30,1386,-9
16:27.8,28,49,13,0,3,0,366,463,585,591,230,20,-13,20,471,122,241,1268,262
16:27.8,28,16,15,0,3,0,366,463,585,591,230,10,-15,10,471,122,241,1279,251
16:27.8,28,16,15,0,3,0,450,520,603,565,100,10,-15,10,524,83,424,1176,434
16:27.9,28,0,6,0,6,179,450,520,603,565,100,2,-6,-177,524,83,424,1002,247
16:27.9,28,0,6,0,6,179,533,560,613,485,44,2,-6,-177,568,53,524,910,347
16:27.9,28,0,6,0,6,179,584,576,612,164,21,2,-6,-177,590,36,569,588,392
16:28.0,28,0,11,12,14,509,584,576,612,164,21,7,1,-501,590,36,569,245,68
16:28.0,28,0,63,36,126,593,584,576,612,164,21,33,-27,-560,590,36,569,23,9
16:28.0,28,0,63,36,126,593,594,519,520,0,2,33,-27,-560,544,1,542,-205,-17
16:28.0,28,0,63,36,126,593,540,472,322,0,7,33,-27,-560,444,-150,437,-300,-122
16:28.0,28,2,107,172,276,605,540,472,322,0,7,93,65,-511,444,-150,437,-523,-73
16:28.0,28,47,160,308,336,618,540,472,322,0,7,171,148,-446,444,-150,437,-673,-8
16:28.1,28,47,160,308,336,618,266,380,148,0,7,171,148,-446,264,-232,257,-853,-188
16:28.1,28,47,160,308,336,618,52,105,11,0,9,171,148,-446,56,-94,47,-1060,-399
16:28.1,28,76,224,404,401,618,52,105,11,0,9,234,180,-383,56,-94,47,-1188,-336
16:28.1,28,121,276,456,433,616,52,105,11,0,9,284,180,-331,56,-94,47,-1268,-284
16:28.1,28,121,276,456,433,616,0,0,0,0,5,284,180,-331,0,0,-5,-1328,-336
16:28.2,28,121,276,456,433,616,0,0,0,0,6,284,180,-331,0,0,-6,-1327,-337
16:28.2,28,165,313,521,435,602,0,0,0,0,6,333,208,-269,0,0,-6,-1364,-275
16:28.2,28,183,318,557,429,586,0,0,0,0,6,352,239,-233,0,0,-6,-1361,-239
16:28.2,28,183,318,557,429,586,0,0,0,0,5,352,239,-233,0,0,-5,-1362,-238
16:28.3,28,183,318,557,429,586,0,0,0,0,6,352,239,-233,0,0,-6,-1361,-239
16:28.3,28,196,330,579,432,563,0,0,0,0,6,368,249,-194,0,0,-6,-1357,-200
16:28.3,28,214,350,597,440,533,0,0,0,0,6,387,247,-146,0,0,-6,-1354,-152
16:28.3,28,214,350,597,440,533,0,0,0,0,6,387,247,-146,0,0,-6,-1354,-152
16:28.4,28,270,388,615,448,471,0,0,0,0,6,424,227,-46,0,0,-6,-1337,-52
16:28.4,28,270,388,615,448,471,2,0,0,0,5,424,227,-46,0,0,-4,-1337,-51
16:28.4,28,348,417,639,460,385,2,0,0,0,5,468,222,83,0,0,-4,-1307,78
16:28.4,28,348,417,639,460,385,6,0,0,0,5,468,222,83,2,0,-3,-1306,80
16:28.5,28,415,440,658,461,243,6,0,0,0,5,504,218,261,2,0,-3,-1201,258
16:28.5,28,415,440,658,461,243,6,0,0,0,6,504,218,261,2,0,-4,-1200,257
16:28.5,28,472,468,676,457,87,6,0,0,0,6,538,208,451,2,0,-4,-1074,447
16:28.5,28,472,468,676,457,87,4,0,0,0,5,538,208,451,1,0,-3,-1076,448
16:28.6,29,526,481,700,430,15,4,0,0,0,5,569,219,554,1,0,-3,-1007,550
16:28.6,29,526,481,700,430,15,0,0,0,0,0,569,219,554,0,0,0,-1014,554
16:28.6,29,526,481,700,430,15,0,0,2,0,332,569,219,554,0,2,-331,-681,222
16:28.6,29,561,490,713,308,2,0,0,2,0,332,588,223,586,0,2,-331,-565,254
16:28.6,29,579,461,715,82,0,0,0,2,0,332,585,254,585,0,2,-331,-334,253
16:28.7,29,579,461,715,82,0,0,0,53,0,535,585,254,585,17,53,-517,-114,67
16:28.7,29,579,461,715,82,0,6,6,216,346,554,585,254,585,76,210,-478,309,107
16:28.7,29,583,302,672,0,0,6,6,216,346,554,519,370,519,76,210,-478,457,41
16:28.7,29,551,84,603,0,0,6,6,216,346,554,412,519,412,76,210,-478,563,-65
16:28.7,29,551,84,603,0,0,24,43,307,429,576,412,519,412,124,264,-451,716,-38
16:28.8,29,551,84,603,0,0,33,68,367,499,585,412,519,412,156,299,-429,827,-16
16:28.8,29,280,39,545,0,0,33,68,367,499,585,288,506,288,156,299,-429,952,-141
16:28.8,29,51,33,212,0,0,33,68,367,499,585,98,179,98,156,299,-429,1141,-330
16:28.9,29,51,33,212,0,0,48,123,440,548,578,98,179,98,203,317,-374,1230,-275
16:28.9,29,51,33,212,0,0,76,163,470,565,576,98,179,98,236,307,-339,1278,-241
16:28.9,29,0,2,0,0,0,76,163,470,565,576,0,-2,0,236,307,-339,1376,-339
16:28.9,29,1,0,2,0,0,76,163,470,565,576,1,2,1,236,307,-339,1376,-338
16:28.9,29,1,0,2,0,0,87,200,487,576,556,1,2,1,258,287,-298,1389,-297
16:29.0,29,1,0,2,0,0,114,260,501,579,529,1,2,1,291,241,-237,1398,-236
16:29.0,29,1,1,1,0,0,114,260,501,579,529,1,0,1,291,241,-237,1398,-236
16:29.0,29,8,3,0,0,0,114,260,501,579,529,3,-3,3,291,241,-237,1396,-233
16:29.0,29,8,3,0,0,0,143,299,512,583,490,3,-3,3,318,213,-172,1387,-168
16:29.0,29,8,3,0,0,0,198,353,527,588,454,3,-3,3,359,174,-94,1397,-91
16:29.1,29,9,10,0,0,0,198,353,527,588,454,6,-10,6,359,174,-94,1395,-88
16:29.1,29,8,14,0,0,0,198,353,527,588,454,7,-14,7,359,174,-94,1394,-87
16:29.1,29,8,14,0,0,0,251,388,554,592,403,7,-14,7,397,166,-5,1385,2
16:29.1,29,8,14,0,0,0,314,432,573,590,317,7,-14,7,439,141,122,1339,130
16:29.2,29,6,14,0,4,0,314,432,573,590,317,6,-14,6,439,141,122,1336,129
16:29.2,29,10,16,0,5,0,314,432,573,590,317,8,-16,8,439,141,122,1333,131
16:29.2,29,10,16,0,5,0,375,474,581,575,215,8,-16,8,476,107,261,1253,270
16:29.2,29,10,16,0,5,0,422,504,592,566,115,8,-16,8,506,88,391,1173,399
16:29.2,29,6,15,0,0,0,422,504,592,566,115,7,-15,7,506,88,391,1180,398
16:29.3,29,6,15,0,0,0,491,539,603,548,53,7,-15,7,544,64,491,1138,498
16:29.3,29,0,12,0,2,0,491,539,603,548,53,4,-12,4,544,64,491,1139,495
16:29.3,29,0,12,0,2,0,542,560,613,498,37,4,-12,4,571,53,534,1100,538
16:29.3,29,0,3,0,6,243,542,560,613,498,37,1,-3,-242,571,53,534,856,292
16:29.4,29,0,3,0,6,243,575,566,618,351,30,1,-3,-242,586,52,556,717,314
16:29.4,29,0,13,4,20,463,575,566,618,351,30,5,-9,-457,586,52,556,478,99
16:29.4,29,0,13,4,20,463,591,531,605,16,6,5,-9,-457,575,74,569,108,112
16:29.4,29,0,26,63,110,513,591,531,605,16,6,29,37,-483,575,74,569,-55,86
16:29.5,29,0,26,63,110,513,583,470,495,0,8,29,37,-483,516,25,508,-128,24
16:29.5,29,43,96,282,243,542,583,470,495,0,8,140,186,-401,516,25,508,-401,106
16:29.5,29,43,96,282,243,542,515,435,316,0,7,140,186,-401,422,-119,415,-496,13
16:29.5,29,165,149,423,297,568,515,435,316,0,7,245,274,-322,422,-119,415,-681,92
16:29.5,29,165,149,423,297,568,286,339,147,0,12,245,274,-322,257,-192,245,-841,-77
16:29.6,30,226,207,472,376,585,286,339,147,0,12,301,265,-283,257,-192,245,-993,-38
16:29.6,30,226,207,472,376,585,86,120,14,0,14,301,265,-283,73,-106,59,-1175,-224
16:29.6,30,258,259,525,420,591,86,120,14,0,14,347,266,-243,73,-106,59,-1271,-184
16:29.6,30,258,259,525,420,591,0,16,1,0,7,347,266,-243,5,-15,-1,-1345,-245
16:29.7,30,275,304,559,438,583,0,16,1,0,7,379,255,-203,5,-15,-1,-1387,-205
16:29.7,30,275,304,559,438,583,0,0,0,0,7,379,255,-203,0,0,-7,-1393,-210
16:29.7,30,283,340,580,449,568,0,0,0,0,7,401,240,-167,0,0,-7,-1411,-174
16:29.7,30,283,340,580,449,568,0,0,0,0,7,401,240,-167,0,0,-7,-1411,-174
16:29.8,30,295,352,592,459,535,0,0,0,0,7,413,240,-122,0,0,-7,-1400,-129
16:29.8,30,305,376,603,466,503,0,0,0,0,7,428,227,-75,0,0,-7,-1390,-82
16:29.8,30,305,376,603,466,503,0,0,0,0,7,428,227,-75,0,0,-7,-1390,-82
16:29.8,30,305,376,603,466,503,0,0,0,0,6,428,227,-75,0,0,-6,-1391,-81
16:29.8,30,318,401,618,475,453,0,0,0,0,6,445,217,-7,0,0,-6,-1367,-13
16:29.9,30,318,401,618,475,453,2,0,0,0,6,445,217,-7,0,0,-5,-1367,-12
16:29.9,30,351,423,636,481,387,2,0,0,0,6,470,213,83,0,0,-5,-1331,77
16:29.9,30,351,423,636,481,387,9,0,0,0,6,470,213,83,3,0,-3,-1329,80
16:29.9,30,392,450,652,487,282,9,0,0,0,6,498,202,216,3,0,-3,-1258,213
16:30.0,30,392,450,652,487,282,12,0,0,0,5,498,202,216,4,0,-1,-1258,215
16:30.0,30,445,479,666,492,132,12,0,0,0,5,530,187,398,4,0,-1,-1145,397
16:30.0,30,445,479,666,492,132,12,0,0,0,6,530,187,398,4,0,-2,-1144,396
16:30.0,30,513,495,677,483,35,12,0,0,0,6,561,182,526,4,0,-2,-1069,524
16:30.1,30,513,495,677,483,35,7,0,0,0,4,561,182,526,2,0,-1,-1073,525
16:30.1,30,553,515,691,450,14,7,0,0,0,4,586,176,572,2,0,-1,-1044,570
16:30.1,30,553,515,691,450,14,0,0,1,0,42,586,176,572,0,1,-41,-1008,530
16:30.1,30,576,527,702,361,0,0,0,1,0,42,601,175,601,0,1,-41,-920,560
16:30.2,30,576,527,702,361,0,0,0,48,0,412,601,175,601,16,48,-396,-534,205
16:30.2,30,592,518,692,177,0,0,0,48,0,412,600,174,600,16,48,-396,-349,204
16:30.2,30,592,518,692,177,0,15,9,264,384,500,600,174,600,96,255,-404,202,196
16:30.2,30,597,415,637,27,0,15,9,264,384,500,549,222,549,96,255,-404,403,145
16:30.2,30,597,415,637,27,0,114,92,346,441,500,549,222,549,184,254,-316,548,233
16:30.3,30,538,253,591,0,0,114,92,346,441,500,460,338,460,184,254,-316,664,144
16:30.3,30,538,253,591,0,0,213,178,375,478,516,460,338,460,255,197,-260,788,200
16:30.3,30,349,119,537,0,0,213,178,375,478,516,335,418,335,255,197,-260,914,74
16:30.3,30,349,119,537,0,0,349,273,426,507,503,335,418,335,349,153,-153,1024,181
16:30.3,30,165,73,338,0,0,349,273,426,507,503,192,265,192,349,153,-153,1167,38
16:30.4,30,165,73,338,0,0,445,361,454,520,486,192,265,192,420,93,-66,1234,126
16:30.4,30,30,27,28,0,0,445,361,454,520,486,28,1,28,420,93,-66,1397,-37
16:30.4,30,10,0,0,0,0,445,361,454,520,486,3,0,3,420,93,-66,1422,-62
